temp min,temp max,temp afternoon,temp night,temp evening,temp morning,humidity,rainfall,temp average,30-day rainfall cumulative,30-day temperature average,30-day humidity average,day_of_year,month,season,Predicted_days_to_next_critical,Teststrecke,png_file_name
-0.9,6.78,6.75,3.62,2.42,3.08,97.0,4.82,3.7340000000000004,4.82,3.7340000000000004,97.0,7,1,1,484,nicht geeignet,erkanntes_objekt_2025-01-07_22-41-34_lat46.865712333333335_lon9.514569833333333.png
